id,Number_of_Shots_Fired,Distance_of_Victim_from_Police,Response_Time,Number_of_Officers_Involved,Time_of_Day,Population_Density_Of_City,Duration_of_Incident,Distance_from_the_Nearest_Police_Station
623,3,96,9,6,12:06PM,218753,23,648
624,9,1119,9,3,05:07PM,172592,68,1770
625,2,27,20,1,03:11PM,137781,81,1626
626,3,982,11,1,04:53AM,405722,86,666
627,6,1460,19,4,02:20PM,353840,45,1307
628,10,8,5,5,11:35PM,261626,69,587
629,10,153,10,2,09:17AM,309425,8,1771
631,3,1207,14,1,10:05PM,273190,60,1889
632,7,1068,8,6,01:47AM,345126,27,1738
633,5,538,7,4,07:10PM,342440,22,218
635,6,1306,16,1,09:59AM,442530,87,1864
636,1,1397,8,6,01:41PM,265663,51,604
637,5,801,6,1,10:38PM,271083,88,415
638,7,1007,0,5,11:33PM,165744,38,1580
639,0,1251,2,3,02:33AM,388756,4,1600
640,5,240,15,5,12:08PM,405072,50,1832
641,1,541,1,3,01:11AM,209265,21,1826
642,0,948,7,6,06:57PM,415154,40,953
643,1,604,18,2,02:55AM,313199,67,832
644,6,1180,10,1,01:59PM,188084,74,264
645,0,302,7,3,04:07AM,190465,51,1766
646,9,102,6,2,04:17PM,270080,66,1302
647,3,1012,4,3,11:36PM,414920,68,254
648,5,232,10,2,02:50PM,311420,84,711
649,6,817,2,6,02:09PM,320998,30,1760
650,4,126,14,2,05:56AM,166600,59,1605
651,1,494,14,5,07:56AM,280260,35,887
652,10,147,7,3,07:56AM,276500,20,1551
653,9,709,15,6,04:30AM,110686,25,1528
654,10,456,6,4,08:18PM,219930,48,1702
655,5,595,12,1,12:56PM,178180,68,831
656,2,242,18,1,09:16PM,435974,61,192
657,2,124,2,1,09:52AM,204108,53,1218
658,2,393,15,4,08:01AM,451652,23,735
659,7,1420,6,2,03:32PM,219930,65,1724
660,7,1495,0,4,02:05PM,124562,22,416
661,1,1367,20,1,10:54AM,408917,53,959
662,10,1185,16,4,07:32AM,280504,49,343
663,6,1127,19,6,10:15AM,110486,90,459
664,7,984,5,6,11:19AM,148313,63,244
665,2,1188,5,6,08:36PM,463758,71,661
666,5,1250,12,6,06:12AM,138415,84,948
667,7,933,9,3,06:41AM,376977,73,1646
668,5,1408,12,1,06:50PM,408236,71,1757
669,2,1363,10,1,05:27PM,185437,8,1400
670,1,94,7,6,10:30PM,402052,84,899
671,7,1227,13,6,03:38AM,201348,2,1355
672,9,71,7,2,08:57PM,496624,46,960
673,0,445,12,6,02:40AM,212910,8,1008
674,2,1311,9,1,01:48PM,388039,50,617
675,0,1100,13,4,07:54PM,405722,8,390
676,2,411,9,5,12:00PM,113856,58,899
677,10,642,3,1,06:22PM,113856,22,106
678,1,799,7,5,06:14PM,479457,34,1819
679,4,494,4,3,01:23AM,425176,75,808
680,9,798,13,4,02:33PM,456411,23,1845
681,10,415,13,3,11:27AM,408236,18,1828
682,6,755,19,5,01:15PM,230532,81,465
683,1,191,3,3,03:01PM,450696,71,596
684,9,795,6,4,03:42AM,118917,28,462
685,2,157,3,3,07:09AM,230532,12,1876
686,2,828,5,4,10:43AM,475308,55,898
687,4,669,13,6,04:16PM,434839,49,230
689,10,1047,19,2,07:46PM,413843,54,1481
690,7,751,11,2,03:51AM,122002,2,1427
691,8,548,17,3,01:44PM,422818,23,518
692,8,462,0,6,09:25AM,388614,43,1319
693,10,273,0,6,03:15AM,173759,15,466
694,8,1452,9,1,06:50PM,126691,47,1956
695,9,766,3,3,06:30PM,404935,47,569
696,5,1280,11,3,11:49PM,308705,15,297
697,8,936,0,1,08:11PM,132172,70,350
698,4,982,7,6,04:29AM,425206,61,403
699,6,91,19,1,08:20PM,165884,64,1067
700,5,1144,17,4,06:42PM,334691,71,689
701,10,1302,1,3,08:49PM,149526,47,247
702,0,252,8,2,09:25PM,341214,46,1606
703,8,1185,0,3,06:50PM,270080,77,338
704,3,937,1,4,01:04PM,276500,85,1649
705,0,804,3,3,07:34PM,410040,43,972
706,4,663,16,2,05:28AM,395472,57,1925
707,9,1197,10,5,07:46AM,416808,17,1801
708,10,1289,1,3,10:28AM,299634,38,418
710,7,1436,6,4,07:54PM,395965,73,765
711,2,1308,5,4,02:46PM,466943,15,1990
712,6,1302,5,5,05:01PM,318971,52,811
713,5,352,8,3,06:34PM,383303,84,430
714,7,80,10,4,12:14PM,442573,21,609
715,6,1394,5,6,05:44PM,110686,68,189
716,9,1200,4,5,06:02PM,240539,8,1104
717,5,1351,17,2,01:55AM,240539,21,1681
718,6,1297,0,2,12:19PM,322872,44,1391
719,2,404,1,4,11:20AM,229665,62,1246
720,9,533,17,6,03:56PM,181977,17,1786
721,1,34,10,1,10:18AM,166600,60,992
722,7,17,0,6,04:36AM,353499,24,990
723,8,1038,4,4,06:01PM,166179,86,998
725,5,1166,9,1,02:42AM,175797,61,841
726,1,392,14,6,09:32AM,174901,9,259
727,5,546,0,3,06:34PM,161224,9,945
728,2,637,19,5,12:05AM,463351,13,635
729,3,749,3,6,11:25PM,453577,82,113
730,3,255,17,4,12:04AM,270080,31,1658
731,7,566,8,5,01:51AM,341255,27,414
732,5,1042,11,2,06:23PM,481641,21,685
733,6,1394,8,1,03:18PM,424886,63,954
734,1,638,20,2,11:45PM,159653,46,565
735,9,976,8,4,10:17PM,124562,85,214
736,5,116,8,6,10:27AM,364515,35,1248
737,7,681,1,6,01:55AM,499081,89,1101
738,6,50,16,6,10:56AM,276500,65,1032
739,8,1437,9,2,12:21PM,364263,44,756
740,9,924,14,6,11:54AM,306369,58,283
741,3,1128,3,6,09:50PM,222544,47,1991
742,5,1068,16,3,10:42PM,270080,61,477
743,7,1040,8,2,08:10PM,383545,79,704
744,9,802,13,3,05:55PM,156779,70,584
745,1,857,20,2,02:16PM,254986,45,1357
746,9,479,6,3,03:32PM,455140,51,1724
747,8,983,1,5,04:11AM,329604,3,1024
748,4,280,3,5,06:22PM,330730,81,590
749,5,898,1,2,02:24PM,416217,17,306
750,10,1029,11,5,08:24PM,210676,14,626
751,7,718,1,5,07:45PM,299526,65,1180
752,8,500,0,6,04:40AM,124562,45,1078
753,9,1035,6,6,04:51PM,403271,70,1339
754,6,93,17,1,06:53PM,157902,55,143
755,10,6,7,4,11:10PM,424886,74,1717
756,6,1467,13,3,06:51AM,109840,58,1734
757,3,844,13,6,10:56AM,137865,77,327
758,7,1237,2,5,07:30AM,484379,47,394
759,1,262,8,3,04:37AM,100879,84,1330
760,3,11,14,1,05:13AM,399540,79,1070
762,1,1208,4,4,04:05PM,253856,43,1483
764,5,257,19,6,02:55PM,229106,17,849
765,10,335,0,1,07:09PM,186580,14,422
766,3,1474,16,4,02:41AM,101354,24,659
767,0,660,17,6,03:42PM,319969,68,268
768,10,1070,15,6,03:41AM,416433,62,1240
769,5,1225,10,5,04:21PM,430236,26,1024
771,3,82,13,5,07:12AM,235254,84,1756
772,10,345,8,5,12:36AM,109428,18,522
773,2,148,12,1,08:54PM,156423,74,265
776,5,1341,15,4,09:05AM,192913,60,280
777,6,504,9,2,01:53AM,270080,80,1252
778,0,204,17,5,05:09AM,287364,15,331
779,4,1147,4,1,05:53AM,271083,17,244
780,3,599,6,4,10:30AM,359264,23,1822
781,5,423,16,1,03:24PM,243523,82,1900
782,10,76,20,5,01:43AM,339437,11,1027
783,0,773,4,6,10:56PM,152472,37,1709
784,9,265,14,3,01:52PM,126445,3,886
786,6,1349,5,1,07:50AM,287364,8,692
787,3,1288,7,1,04:48PM,152472,6,1444
788,7,449,0,4,07:37PM,239726,13,929
789,5,1439,3,6,04:34PM,487984,40,101
790,9,51,17,3,05:50PM,232370,10,1463
791,8,1376,18,6,05:42PM,408236,18,377
793,5,51,6,6,06:58PM,217470,37,652
794,0,545,0,5,04:53PM,280260,69,981
795,10,1372,2,2,02:13AM,481598,50,581
796,5,1359,5,4,02:22AM,464091,40,978
797,10,878,16,6,08:43PM,212771,9,507
798,0,1411,14,3,03:45AM,307790,53,1203
799,6,291,1,6,11:40PM,302914,41,1127
800,4,868,10,5,09:47AM,361519,8,806
801,2,1255,16,6,03:33AM,425176,5,1647
802,5,958,4,2,09:58PM,370216,27,1743
803,10,647,1,1,11:27PM,393846,54,1724
804,6,127,15,3,05:57PM,119392,36,1642
805,5,888,9,6,07:18AM,394599,78,1408
806,7,1491,10,2,09:06PM,489175,62,642
807,6,651,8,4,04:52AM,156075,86,1194
808,4,537,10,2,02:24PM,147486,40,619
809,2,1302,4,4,11:36PM,260694,53,901
811,10,479,9,1,02:40PM,257645,2,1947
812,2,1028,10,1,05:46PM,165260,42,858
813,4,1499,10,4,08:55AM,430267,63,687
814,3,105,9,5,01:19AM,146982,9,249
815,6,382,10,3,10:37AM,362858,45,902
816,3,1473,8,6,03:41AM,443128,21,1685
817,0,1445,4,4,01:35AM,472030,34,1828
818,10,1273,2,3,03:12PM,165744,24,980
819,9,1276,8,6,05:52AM,495763,18,1269
821,5,233,13,2,11:44AM,494614,39,1657
822,4,133,6,1,06:03PM,101608,69,1581
823,6,1053,12,5,12:04PM,285930,52,1225
824,2,924,13,4,10:59PM,152472,31,374
825,0,691,2,4,01:37AM,472047,23,386
826,5,615,5,2,03:42PM,152472,78,808
827,3,598,7,1,10:45PM,417986,65,782
828,6,634,6,3,08:54PM,478614,53,1874
829,6,1426,11,3,10:05PM,103578,25,417
830,5,457,13,6,06:16PM,423997,8,290
831,1,1250,11,4,12:09AM,264718,58,394
832,8,986,5,4,05:03AM,264460,82,1035
833,1,1448,20,4,06:21AM,430267,70,481
834,3,649,17,6,01:16PM,348948,88,153
835,4,397,0,1,04:19PM,318404,70,477
836,8,281,20,6,10:08AM,152472,67,1882
837,8,170,19,3,12:19PM,362677,54,1176
838,8,1324,19,3,09:33PM,137217,49,1650
839,8,1219,19,4,10:24AM,287484,38,150
840,2,841,11,2,09:35AM,100408,54,471
841,4,894,3,2,04:42PM,479265,49,1570
842,6,1033,20,6,05:59PM,420816,59,972
843,10,1025,16,2,06:53PM,234390,4,1012
845,5,564,19,5,06:01PM,220176,51,657
847,5,919,8,6,07:48AM,182752,48,1247
848,0,44,18,2,07:37AM,101668,5,225
849,8,115,19,5,07:44PM,294408,39,1425
850,10,894,0,2,06:22PM,276500,2,1756
851,2,909,9,3,05:14AM,127426,39,115
852,9,489,15,1,11:48PM,311594,64,1584
853,2,742,6,2,11:20PM,259535,63,312
854,5,735,12,6,11:30PM,478614,22,1750
856,2,516,8,6,11:21PM,339437,16,1059
857,2,276,5,2,06:10PM,209352,7,1328
858,0,495,0,6,04:21PM,287635,30,599
859,4,0,7,5,03:54PM,191982,37,1698
860,4,571,18,6,06:35PM,479155,7,536
862,6,905,5,5,10:57AM,464616,45,808
863,6,605,6,6,07:41AM,115629,50,1034
864,2,827,3,4,12:55AM,166600,45,1156
865,1,579,9,5,01:24AM,155629,8,264
866,5,744,8,5,04:33PM,420753,86,1673
867,5,232,3,3,05:45PM,410165,52,1644
870,1,672,9,2,11:31PM,270080,63,1014
871,4,1372,15,4,06:39PM,465092,23,1449
873,10,905,14,2,09:29PM,404732,78,1318
874,4,1448,15,6,05:00PM,137291,50,580
875,2,147,16,5,02:24AM,281807,54,145
876,3,653,10,5,11:11AM,115165,12,1431
877,3,707,14,2,03:30PM,416190,22,1303
879,3,1050,15,3,02:27PM,473606,21,1651
880,0,186,6,1,09:55PM,430267,50,123
881,2,443,11,6,10:17PM,334691,9,1760
882,0,113,20,2,02:46PM,169607,13,1563
884,1,635,3,4,07:14PM,361033,83,1649
885,5,548,16,6,08:20AM,133171,50,844
886,6,1165,11,4,01:45AM,181165,75,285
887,9,307,0,3,01:15PM,444406,10,1107
888,6,182,13,6,04:52AM,287364,77,1841
889,6,91,14,4,04:58PM,296040,69,964
890,7,961,3,2,10:17PM,410844,56,202
892,4,46,5,5,10:28PM,271083,24,624
893,2,522,18,4,01:06AM,318404,74,1834
894,1,1293,7,5,08:19PM,278293,61,548
895,2,394,11,2,07:39AM,222016,68,662
896,7,1274,11,2,04:10PM,127426,26,1464
897,10,634,12,3,09:24PM,194389,33,348
898,8,1383,16,6,08:17AM,435610,66,671
899,9,1064,15,2,10:29PM,489178,23,525
900,0,267,3,5,12:36PM,153013,55,827
901,7,360,16,3,03:20AM,340867,74,960
902,7,605,19,3,12:59PM,342440,8,1559
905,3,842,13,4,02:13PM,382510,31,691
906,8,1232,2,4,05:13AM,391905,84,564
907,0,179,0,1,05:54AM,375175,25,940
908,0,692,15,1,01:59AM,326410,19,1174
909,9,431,5,2,08:25AM,444406,45,1089
910,6,1272,13,2,03:25PM,101354,23,1294
911,1,1322,20,4,08:24PM,101354,73,1330
912,5,1458,8,1,09:17PM,339437,45,116
913,4,1491,19,1,03:24AM,219930,55,958
914,9,731,11,6,09:21PM,208563,57,1495
915,1,608,11,3,04:48AM,228482,32,1675
916,4,1051,19,6,06:22AM,280329,77,423
917,0,1233,4,5,01:42PM,268440,58,1077
918,2,1156,10,2,04:48PM,311781,4,642
919,7,96,7,4,05:48PM,100127,15,1458
920,10,1374,6,1,09:12AM,264105,29,1119
921,9,1233,16,3,03:57PM,217915,26,1561
922,1,554,20,3,01:24PM,270080,38,527
923,1,688,6,3,04:49AM,333957,66,1998
924,5,186,14,1,07:43PM,343458,57,1967
925,0,1239,5,2,01:14AM,171826,47,548
926,7,1201,19,1,11:19PM,173331,65,929
927,8,1181,20,5,12:52AM,117062,48,1632
928,3,1476,14,3,06:29AM,223937,44,902
929,2,1088,15,2,06:28PM,225238,47,1042
930,10,61,4,5,08:20AM,413843,16,294
931,4,1076,5,3,07:04AM,416433,32,818
932,1,284,3,2,02:48PM,446901,12,1823
934,0,881,20,5,12:25PM,280504,84,1916
935,5,31,13,5,09:35PM,413843,63,1895
936,5,315,18,3,12:53AM,311420,44,1538
937,5,896,7,3,05:46AM,136025,30,538
938,7,39,0,1,01:42PM,339078,82,1023
939,4,1066,1,4,02:59AM,158518,34,1173
942,2,195,9,6,09:34AM,404732,80,199
943,8,912,17,4,06:59PM,432581,75,228
944,4,10,18,1,06:28PM,251273,64,640
945,2,273,4,2,07:36AM,234311,37,749
946,7,148,16,6,05:25AM,196017,52,1135
947,10,45,7,3,05:30AM,399864,35,199
948,8,1306,20,5,09:02AM,271083,35,591
949,6,1440,12,2,03:35AM,320340,51,1518
950,0,1230,11,6,03:43AM,349787,25,505
951,1,851,5,6,12:42AM,271083,37,1105
952,4,461,19,2,11:04AM,341444,22,788
953,3,633,11,5,04:18PM,494562,81,1753
955,0,629,10,6,01:25AM,297039,54,506
956,7,264,8,5,06:03PM,297140,40,652
957,10,326,2,4,06:49AM,239726,65,1023
958,8,75,18,5,07:43PM,277303,66,1496
960,1,1146,19,5,09:13AM,193174,11,565
961,10,1413,14,6,05:47AM,276500,87,1512
962,7,654,9,3,07:10AM,297743,43,1557
963,2,1221,0,3,07:05AM,330730,57,1118
964,4,1237,15,1,10:28AM,429574,85,489
965,2,1211,0,1,07:22PM,155839,13,1450
967,10,1013,7,4,08:37PM,304516,86,683
968,1,927,15,6,09:31AM,101960,56,483
969,3,620,9,2,08:09PM,428637,11,517
970,2,1449,18,2,07:37AM,416388,10,1168
972,8,1302,18,5,05:56PM,231556,17,561
973,3,691,10,5,09:30AM,315862,78,1274
974,10,364,1,4,12:11PM,426975,7,1581
975,9,1343,0,3,03:35AM,306560,46,1005
978,8,852,1,5,11:27PM,226425,17,1257
979,3,1165,14,6,04:02AM,397674,73,706
980,1,927,16,6,02:16PM,187252,36,280
981,4,383,10,5,11:14AM,486087,83,1277
982,8,547,19,4,02:05AM,190465,60,1087
984,4,203,14,6,10:52PM,124562,69,514
985,5,791,9,4,09:41PM,179622,7,831
986,10,82,6,5,05:06PM,485520,69,1599
987,2,490,5,4,12:51AM,318383,61,1681
988,7,1116,6,3,09:03PM,465388,34,1409
989,2,407,0,4,01:58PM,346827,41,1642
990,5,941,15,5,06:03AM,383047,9,1197
992,6,1284,16,1,09:35AM,408236,52,746
994,10,351,2,3,09:13PM,271083,74,421
995,1,471,18,6,03:19PM,280260,77,1217
996,6,288,14,2,04:39AM,462915,77,1166
997,4,227,2,1,09:40PM,415548,24,1244
998,3,941,6,6,08:12PM,493585,27,1774
999,6,861,8,2,11:11PM,187252,69,1993
1000,5,437,14,1,04:31PM,151644,56,1912
1001,3,916,1,6,09:23PM,363744,74,643
1003,5,673,0,1,04:25AM,213657,71,1238
1004,5,816,15,5,01:04PM,187252,34,473
1005,4,1119,0,1,08:30AM,480938,8,276
1006,10,189,20,1,07:08PM,308081,14,1848
1007,3,705,13,4,04:51PM,171280,69,860
1008,4,120,8,2,10:25PM,352685,89,733
1009,3,891,20,1,03:42PM,462035,49,322
1010,9,1411,1,5,05:17PM,128499,69,297
1011,10,1063,11,3,11:24AM,499408,2,1536
1012,0,454,16,5,02:07AM,129291,10,249
1013,2,12,0,2,11:38PM,205428,13,1779
1014,5,497,3,1,09:48PM,161568,89,793
1016,7,715,4,3,05:58AM,384119,85,810
1017,0,318,19,2,05:57PM,444406,67,297
1018,6,949,15,3,02:24PM,475730,79,1659
1019,0,1082,9,5,12:46PM,153729,14,1282
1020,1,1402,7,1,09:27AM,122919,22,1546
1021,4,48,19,4,06:25PM,319877,85,1478
1022,4,1361,20,6,06:40AM,420931,83,878
1023,10,1387,17,2,12:46AM,403271,38,1755
1024,4,99,7,2,11:00AM,461280,32,1771
1025,5,497,7,3,04:03PM,221235,90,1040
1026,1,222,15,4,02:24PM,338785,59,1828
1027,7,499,1,1,06:57PM,204294,62,1101
1028,4,1383,18,1,05:33PM,219930,30,1870
1029,4,658,16,2,08:05AM,416808,29,703
1030,5,1076,2,6,03:51AM,345697,67,1152
1032,2,906,9,2,03:54PM,426687,83,920
1033,9,1246,12,3,10:01AM,264105,53,643
1034,3,385,18,1,04:45AM,175797,71,899
1035,0,659,5,5,02:38AM,268440,17,406
1036,8,630,12,4,01:27AM,235347,27,1696
1037,2,670,12,1,02:04PM,399093,19,835
1038,9,59,17,1,07:24PM,280504,40,1130
1039,0,925,9,1,11:31AM,384799,72,1344
1040,8,367,7,2,05:46AM,268592,65,616
1041,6,1432,3,1,01:22PM,190465,62,1233
1042,2,534,19,3,06:25AM,477121,52,1525
1043,5,18,8,2,03:47PM,110686,26,988
1044,2,1325,0,4,07:52PM,277764,22,309
1045,9,625,2,1,09:22PM,417720,35,1284
1046,6,1265,20,3,09:37PM,200752,70,424
1047,1,550,20,6,04:31PM,205931,15,1148
1048,2,741,3,3,04:20PM,408617,66,1143
1049,10,1222,3,4,08:15PM,491433,40,906
1050,1,748,0,6,12:34AM,439862,53,1506
1051,9,828,1,1,01:41PM,181165,51,1103
1052,8,1184,11,2,06:09PM,340592,29,1370
1053,0,146,12,1,12:38PM,220001,78,528
1054,1,1238,16,6,02:40PM,434652,69,1190
1055,0,741,14,2,10:31PM,415154,83,1546
1056,0,164,3,5,03:43AM,304327,8,1308
1057,5,59,13,2,03:04AM,434174,87,1803
1058,10,517,1,5,04:27PM,306560,60,1684
1059,1,846,8,4,12:22AM,314186,54,353
1060,7,1030,16,2,04:46PM,192121,81,1280
1061,9,1190,19,5,12:34AM,155774,14,281
1062,2,382,12,2,07:50PM,185577,28,579
1063,1,347,0,5,08:30PM,110068,77,1006
1064,6,121,0,4,03:34PM,125344,50,1176
1065,0,1386,17,2,01:16PM,311781,52,236
1066,3,470,10,4,11:13PM,273370,85,974
1067,7,517,7,6,07:51PM,124562,63,1204
1068,8,489,2,6,11:39AM,440905,20,572
1069,9,701,16,2,08:06AM,364263,69,466
1070,7,1427,8,2,11:34PM,394164,72,474
1071,10,1274,18,4,09:38PM,295883,5,1487
1073,1,1172,6,1,09:23AM,342440,56,1712
1074,10,1322,14,2,09:02AM,177154,62,1956
1075,6,1396,11,3,08:30PM,271624,25,1232
1076,8,675,20,6,11:01PM,430267,49,1534
1077,4,1114,13,1,07:09AM,426975,89,1650
1078,3,1379,10,3,05:17PM,205656,6,1219
1079,9,819,5,6,03:43PM,301764,25,810
1080,5,1150,10,1,11:40PM,425770,74,1165
1081,5,1429,14,1,03:15AM,165636,86,769
1082,4,1301,6,5,06:50PM,268440,18,571
1083,5,297,17,4,01:41AM,219930,49,1819
1084,7,255,12,6,01:43PM,118917,26,1337
1085,0,363,18,1,03:14PM,123635,79,909
1086,5,795,1,6,10:10AM,478908,25,1337
1088,1,1229,0,3,02:10AM,297693,74,1688
1089,9,1194,20,2,09:08AM,193730,40,245
1090,7,846,0,6,03:21AM,110427,87,1462
1091,7,1484,2,5,02:58AM,276500,14,761
1092,2,1412,0,2,12:32PM,287364,40,383
1093,4,243,18,1,09:36PM,106489,49,777
1095,5,638,1,5,02:19AM,388614,23,1365
1096,10,1201,7,5,02:19PM,106489,15,1534
1098,10,1001,18,1,08:26PM,133895,35,330
1099,2,966,11,2,08:20PM,278006,24,1657
1100,0,1381,6,1,01:46PM,217470,27,865
1101,1,73,2,6,09:42PM,207877,53,1633
1102,2,1231,16,4,06:19PM,495177,45,602
1103,3,505,2,6,09:23AM,412983,8,234
1104,5,50,9,1,03:44PM,347418,74,746
1105,3,167,2,2,05:30AM,221877,89,1252
1106,0,1346,5,4,11:21AM,365482,28,1731
1107,10,840,7,4,06:54PM,287364,57,1223
1108,0,910,18,1,08:58AM,356695,90,1206
1109,0,330,10,1,05:36AM,309190,57,1706
1110,5,160,11,6,04:53PM,352855,26,586
1111,4,166,13,4,11:36PM,361130,68,1604
1112,6,582,12,5,04:47PM,364515,24,1137
1113,2,313,15,3,06:50PM,480590,34,1588
1114,6,1191,5,2,09:05AM,207598,82,1491
1115,3,1142,5,6,04:51PM,195776,60,908
1116,4,1003,17,1,02:06AM,242518,4,190
1117,6,1337,11,6,09:04PM,276500,89,1332
1118,3,366,0,1,02:08AM,210676,19,118
1119,1,774,8,4,02:53PM,287797,49,1247
1120,4,880,12,4,04:04PM,452899,8,432
1121,2,718,19,4,07:04AM,287012,82,1982
1123,5,534,12,6,05:31PM,376981,51,225
1124,7,973,17,5,03:25AM,384119,75,1336
1125,9,784,6,5,09:22PM,443630,63,1612
1126,6,773,14,3,09:00AM,443630,7,205
1127,6,1439,6,3,07:44AM,181165,90,1455
1128,6,107,14,3,08:30AM,350604,65,1224
1129,9,887,17,3,10:14PM,148160,79,704
1130,9,262,11,1,04:58AM,484396,12,1413
1131,5,559,12,2,05:37AM,133895,68,631
1132,10,401,8,5,08:19AM,426975,72,529
1133,2,1055,7,2,11:29AM,187034,3,1709
1134,9,1187,0,4,09:17AM,209650,78,1763
1135,10,317,10,3,12:27PM,333957,24,149
1136,4,503,5,6,09:39AM,190465,19,1769
1137,6,555,19,4,11:10AM,204141,85,165
1138,2,417,13,5,09:13AM,204141,17,974
1139,0,1092,6,1,08:18PM,152472,41,1658
1140,2,1241,16,6,03:17PM,444406,9,943
1141,3,1013,5,4,08:16AM,342440,24,1941
1143,7,486,8,6,02:53PM,256009,79,1687
1145,5,412,11,2,08:59AM,260480,37,827
1146,0,585,8,5,04:25PM,190465,34,1466
1147,7,400,14,5,07:27AM,152472,46,1705
1148,7,1489,18,6,09:42PM,114975,80,1321
1149,3,1131,17,2,12:56PM,488101,70,198
1152,3,556,1,3,08:19AM,383924,19,269
1153,2,1041,13,3,09:11AM,226882,12,212
1154,10,340,19,3,03:46PM,274608,2,330
1155,4,667,9,4,06:21PM,341407,80,1086
1156,6,353,11,1,10:57AM,356575,72,770
1157,0,1178,10,2,05:43PM,360553,51,1451
1158,8,935,14,2,06:58AM,219930,30,991
1159,9,1096,16,6,11:14PM,148159,19,1391
1160,4,1105,8,2,04:22PM,383545,47,1938
1161,8,659,15,6,08:22AM,448599,63,928
1162,10,1420,4,6,06:52PM,204503,24,626
1163,8,254,9,5,11:49PM,302551,43,504
1164,2,18,14,1,01:38PM,215191,64,970
1165,0,596,18,1,12:46PM,157751,56,709
1166,2,782,6,5,03:59PM,267476,76,1095
1167,7,1297,17,5,05:28PM,483347,32,1051
1169,0,364,10,3,09:47PM,491520,59,997
1170,6,1249,20,2,01:24PM,137798,12,137
1171,10,1137,19,5,07:22AM,159441,90,457
1172,6,707,20,6,08:58PM,138310,81,379
1173,4,718,2,6,07:35AM,378649,45,517
1174,2,1205,6,3,12:27AM,102400,23,1620
1175,8,758,0,2,10:47PM,176584,78,525
1176,1,390,16,2,06:30AM,294408,49,584
1177,2,662,16,6,04:50AM,219631,72,974
1178,1,819,0,5,02:32PM,464972,81,570
1180,10,1454,3,3,10:00PM,146982,41,1127
1181,1,377,7,2,09:07AM,127067,87,1115
1182,9,1431,20,6,09:39AM,181165,83,832
1183,1,252,16,2,06:28AM,320340,65,153
1184,9,1124,14,4,07:07AM,366819,43,106
1186,6,125,7,2,01:38AM,122919,34,1907
1187,2,77,10,2,12:45PM,302309,19,1039
1188,7,294,1,2,02:32AM,425053,59,424
1189,1,1161,14,1,11:16PM,263669,74,646
1190,7,291,15,1,07:27AM,357616,62,1483
1191,3,221,9,3,10:43AM,152472,64,361
1192,5,1326,8,2,05:47AM,152472,86,1072
1194,9,1383,11,2,11:53AM,327510,5,1536
1195,3,274,2,3,05:15PM,434174,27,715
1196,10,640,17,3,01:35PM,104188,63,1102
1197,7,561,7,3,07:09AM,388614,86,1015
1198,9,535,18,4,06:54PM,133659,41,1483
1199,3,602,1,3,10:04AM,361813,25,1507
1200,4,967,3,5,10:30AM,124562,63,1377
1201,10,576,18,6,08:22AM,228424,59,1190
1202,8,886,20,2,08:08AM,191185,31,1847
1203,5,773,9,2,01:19PM,352855,58,1048
1204,6,865,14,4,03:50PM,160962,41,1857
1205,7,264,9,1,11:57PM,219930,69,805
1206,9,16,15,3,08:06AM,368088,57,1290
1207,8,1143,1,6,10:20PM,470447,43,1522
1208,8,1094,10,1,12:26PM,146982,64,1897
1210,8,1126,4,1,08:48AM,152472,2,403
1212,8,415,16,4,03:16PM,335046,75,1119
1213,0,538,16,6,10:54PM,122919,16,1489
1214,3,1020,10,1,01:15AM,351481,7,1943
1215,8,365,20,6,08:57PM,124562,78,209
1216,3,964,10,5,08:39PM,223761,40,1285
1217,0,668,5,3,07:48AM,136442,18,1410
1218,4,52,4,4,03:48PM,278608,72,1702
1219,1,411,7,4,01:15PM,173402,47,1119
1220,7,361,16,3,06:13AM,150959,80,699
1221,9,308,12,2,03:14AM,483062,22,849
1222,6,787,14,4,02:29PM,261965,20,1765
1223,9,985,1,5,12:59AM,231556,78,918
1224,4,836,19,6,06:08AM,270080,47,1057
1226,7,798,5,6,04:11PM,261994,67,811
1227,0,1194,11,2,02:14PM,408236,75,1378
1228,9,351,18,6,09:22AM,448599,73,1061
1229,6,554,6,1,11:47PM,221797,49,1222
1230,6,669,16,6,02:23AM,368502,58,1644
1231,6,1245,8,4,02:42AM,389341,89,343
1232,8,162,6,3,05:09PM,464660,58,308
1233,9,420,15,3,08:22AM,145846,23,1961
1234,9,1454,19,3,12:31PM,114975,3,141
1235,9,1403,3,4,12:14AM,381873,32,1394
1236,5,67,3,2,12:04AM,108376,23,1206
1237,9,87,15,2,09:49AM,340931,21,885
1238,6,912,15,6,10:40PM,146982,60,699
1239,0,1185,15,2,01:50AM,136811,69,258
1240,6,257,20,3,01:16AM,450614,31,1032
1241,3,1080,18,6,03:39AM,352011,23,523
1242,8,1494,17,6,02:21PM,169263,87,925
1243,4,1419,8,6,05:16PM,145186,70,1573
1244,2,670,20,3,05:25AM,104188,7,1188
1245,7,582,12,1,06:28PM,163249,16,1827
1246,2,1463,7,2,11:40AM,176740,80,1517
1247,1,874,0,5,05:05PM,276500,32,893
1248,4,27,17,3,04:29AM,405530,39,1007
1249,0,1108,5,4,07:02PM,110951,69,115
1250,4,443,15,3,12:03PM,287635,90,352
1251,8,1304,11,2,12:27AM,287635,9,896
